game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm
2023-12-22,202312220SAC,PHO,Devin Booker,https://www.basketball-reference.com/boxscores/202312220SAC.html,36:28,.501,.450,.150,.450,5.9,7.1,6.4,33.9,0.0,0.0,0.0,27.3,125,130,3.5
2023-12-22,202312220SAC,PHO,Kevin Durant,https://www.basketball-reference.com/boxscores/202312220SAC.html,34:04,.780,.714,.214,.643,0.0,26.7,12.0,10.7,1.5,0.0,28.0,30.5,112,124,4.0
2023-12-22,202312220SAC,PHO,Grayson Allen,https://www.basketball-reference.com/boxscores/202312220SAC.html,29:57,.550,.550,.600,.000,7.1,8.7,7.8,9.8,5.0,3.6,9.1,15.3,119,116,6.4
2023-12-22,202312220SAC,PHO,Eric Gordon,https://www.basketball-reference.com/boxscores/202312220SAC.html,24:43,.000,.000,.500,.000,0.0,21.0,9.5,10.0,0.0,4.3,0.0,3.4,55,125,-6.3
2023-12-22,202312220SAC,PHO,Drew Eubanks,https://www.basketball-reference.com/boxscores/202312220SAC.html,14:34,.333,.333,.000,.000,7.3,8.9,8.0,0.0,3.4,0.0,40.0,14.3,51,122,-14.2
2023-12-22,202312220SAC,PHO,Udoka Azubuike,https://www.basketball-reference.com/boxscores/202312220SAC.html,22:22,.935,1.000,.000,.400,23.8,34.8,28.8,15.2,0.0,4.8,14.5,12.8,166,122,8.3
2023-12-22,202312220SAC,PHO,Saben Lee,https://www.basketball-reference.com/boxscores/202312220SAC.html,19:43,.338,.250,.375,.250,5.4,13.2,8.9,28.5,2.5,5.4,10.1,20.9,92,120,-1.8
2023-12-22,202312220SAC,PHO,Nassir Little,https://www.basketball-reference.com/boxscores/202312220SAC.html,16:04,.375,.375,.375,.000,0.0,0.0,0.0,0.0,3.1,0.0,11.1,23.3,73,124,-13.8
2023-12-22,202312220SAC,PHO,Jordan Goodwin,https://www.basketball-reference.com/boxscores/202312220SAC.html,14:00,.218,.167,.167,.333,15.2,9.3,12.5,0.0,3.5,0.0,12.7,23.4,59,121,-15.8
2023-12-22,202312220SAC,PHO,Chimezie Metu,https://www.basketball-reference.com/boxscores/202312220SAC.html,13:01,.644,.500,.333,.667,8.2,29.9,18.0,0.0,0.0,0.0,11.4,28.0,127,126,0.0
2023-12-22,202312220SAC,PHO,Yuta Watanabe,https://www.basketball-reference.com/boxscores/202312220SAC.html,11:42,.250,.250,.750,.000,0.0,22.2,10.0,0.0,0.0,0.0,0.0,14.2,62,127,-15.1
2023-12-22,202312220SAC,PHO,Bol Bol,https://www.basketball-reference.com/boxscores/202312220SAC.html,3:22,.500,.500,.000,.000,31.7,0.0,17.4,0.0,0.0,0.0,0.0,24.7,124,131,-2.3
2023-12-22,202312220SAC,SAC,Harrison Barnes,https://www.basketball-reference.com/boxscores/202312220SAC.html,37:09,.752,.700,.800,.600,0.0,2.9,1.6,0.0,2.7,2.1,0.0,15.3,147,110,3.9
