game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm
2022-10-19,202210190UTA,DEN,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202210190UTA.html,35:22,.638,.600,.400,.400,6.5,18.9,12.2,4.1,1.3,0.0,25.4,19.1,100,123,-4.1
2022-10-19,202210190UTA,DEN,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202210190UTA.html,35:00,.258,.000,.667,.667,0.0,15.2,7.0,20.6,2.7,3.0,20.5,6.0,92,120,0.0
2022-10-19,202210190UTA,DEN,Nikola Jokić,https://www.basketball-reference.com/boxscores/202210190UTA.html,33:25,.755,.735,.176,.118,6.8,8.0,7.4,37.9,4.3,0.0,14.4,26.8,136,119,13.7
2022-10-19,202210190UTA,DEN,Aaron Gordon,https://www.basketball-reference.com/boxscores/202210190UTA.html,32:58,.615,.588,.118,.118,13.9,24.3,18.7,11.4,1.4,3.2,5.3,24.6,128,121,6.3
2022-10-19,202210190UTA,DEN,Jamal Murray,https://www.basketball-reference.com/boxscores/202210190UTA.html,25:55,.446,.423,.308,.077,4.4,5.1,4.7,6.0,3.7,0.0,18.2,27.2,80,122,-5.9
2022-10-19,202210190UTA,DEN,Bruce Brown,https://www.basketball-reference.com/boxscores/202210190UTA.html,21:19,.508,.429,.286,.286,0.0,6.3,2.9,6.8,0.0,0.0,20.2,19.9,87,130,-10.0
2022-10-19,202210190UTA,DEN,Bones Hyland,https://www.basketball-reference.com/boxscores/202210190UTA.html,16:12,.536,.438,.500,.375,0.0,0.0,0.0,28.6,0.0,6.6,17.7,30.0,102,128,-2.3
2022-10-19,202210190UTA,DEN,Jeff Green,https://www.basketball-reference.com/boxscores/202210190UTA.html,14:37,.510,.400,.200,.400,7.8,27.4,16.8,0.0,3.3,0.0,25.4,23.1,84,116,-8.9
2022-10-19,202210190UTA,DEN,Davon Reed,https://www.basketball-reference.com/boxscores/202210190UTA.html,7:51,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.9,0,131,-17.0
2022-10-19,202210190UTA,DEN,DeAndre Jordan,https://www.basketball-reference.com/boxscores/202210190UTA.html,6:28,,,,,0.0,41.2,19.0,18.6,0.0,0.0,,0.0,213,121,0.3
2022-10-19,202210190UTA,DEN,Ish Smith,https://www.basketball-reference.com/boxscores/202210190UTA.html,4:43,.000,.000,.000,.000,0.0,28.3,13.0,0.0,0.0,0.0,50.0,18.2,0,123,-31.7
2022-10-19,202210190UTA,DEN,Christian Braun,https://www.basketball-reference.com/boxscores/202210190UTA.html,1:46,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,129,-15.9
2022-10-19,202210190UTA,DEN,Vlatko Čančar,https://www.basketball-reference.com/boxscores/202210190UTA.html,1:28,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,0,131,-33.3
2022-10-19,202210190UTA,DEN,Zeke Nnaji,https://www.basketball-reference.com/boxscores/202210190UTA.html,1:28,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,131,-6.4
2022-10-19,202210190UTA,DEN,Peyton Watson,https://www.basketball-reference.com/boxscores/202210190UTA.html,1:28,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,0,131,-33.4
2022-10-19,202210190UTA,UTA,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202210190UTA.html,33:03,.660,.625,.583,.167,0.0,13.8,7.4,17.5,2.9,0.0,7.2,17.4,138,100,7.4
2022-10-19,202210190UTA,UTA,Mike Conley,https://www.basketball-reference.com/boxscores/202210190UTA.html,32:02,.637,.500,.500,.625,0.0,7.1,3.8,32.0,3.0,2.5,22.7,17.1,128,100,6.9
