game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg,bpm
2023-11-06,202311060IND,SAS,Dominick Barlow,https://www.basketball-reference.com/boxscores/202311060IND.html,7:35,.410,.250,.000,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,92,151,-16.5
2023-11-06,202311060IND,SAS,Blake Wesley,https://www.basketball-reference.com/boxscores/202311060IND.html,7:35,.250,.250,.000,.000,0.0,0.0,0.0,18.8,0.0,0.0,0.0,21.4,66,151,-21.6
2023-11-06,202311060IND,IND,Obi Toppin,https://www.basketball-reference.com/boxscores/202311060IND.html,27:20,.696,.591,.273,.545,0.0,6.8,4.1,3.9,3.3,0.0,6.8,21.6,138,105,0.0
2023-11-06,202311060IND,IND,Tyrese Haliburton,https://www.basketball-reference.com/boxscores/202311060IND.html,27:09,.578,.553,.368,.105,0.0,6.8,4.2,36.2,1.7,2.6,9.1,32.5,126,107,2.9
2023-11-06,202311060IND,IND,Bruce Brown,https://www.basketball-reference.com/boxscores/202311060IND.html,23:44,.500,.500,.429,.000,0.0,19.4,11.9,16.5,0.0,0.0,0.0,11.9,132,109,-1.1
2023-11-06,202311060IND,IND,Bennedict Mathurin,https://www.basketball-reference.com/boxscores/202311060IND.html,21:54,.563,.500,.250,.250,6.6,8.4,7.7,9.5,2.1,0.0,10.1,18.2,121,107,-3.8
2023-11-06,202311060IND,IND,Myles Turner,https://www.basketball-reference.com/boxscores/202311060IND.html,20:55,.856,.786,.143,.571,27.8,30.9,29.7,10.5,0.0,3.4,0.0,16.9,193,102,10.7
2023-11-06,202311060IND,IND,Buddy Hield,https://www.basketball-reference.com/boxscores/202311060IND.html,21:06,1.188,1.188,.750,.000,0.0,8.7,5.4,11.6,2.2,0.0,33.3,22.9,122,107,12.6
2023-11-06,202311060IND,IND,Aaron Nesmith,https://www.basketball-reference.com/boxscores/202311060IND.html,16:13,.845,.813,.500,.250,9.0,5.7,7.0,14.7,5.6,0.0,0.0,22.1,178,101,19.8
2023-11-06,202311060IND,IND,Andrew Nembhard,https://www.basketball-reference.com/boxscores/202311060IND.html,16:07,.643,.643,.714,.000,0.0,11.5,7.0,51.7,0.0,0.0,22.2,22.5,136,111,4.3
2023-11-06,202311060IND,IND,Isaiah Jackson,https://www.basketball-reference.com/boxscores/202311060IND.html,15:13,1.017,1.000,.000,.333,19.1,6.1,11.1,6.9,0.0,9.3,0.0,9.1,219,105,4.5
2023-11-06,202311060IND,IND,Ben Sheppard,https://www.basketball-reference.com/boxscores/202311060IND.html,12:00,.500,.500,.571,.000,0.0,15.4,9.4,0.0,0.0,0.0,0.0,23.5,102,110,-10.7
2023-11-06,202311060IND,IND,Jalen Smith,https://www.basketball-reference.com/boxscores/202311060IND.html,11:51,1.125,1.125,.250,.000,12.3,46.7,33.4,20.9,0.0,0.0,20.0,17.0,174,100,13.7
2023-11-06,202311060IND,IND,T.J. McConnell,https://www.basketball-reference.com/boxscores/202311060IND.html,8:49,.694,.500,.000,1.000,0.0,31.4,19.2,43.9,0.0,0.0,25.8,17.7,144,105,1.5
2023-11-06,202311060IND,IND,Jordan Nwora,https://www.basketball-reference.com/boxscores/202311060IND.html,8:49,.773,.833,.667,.667,0.0,41.9,25.6,0.0,0.0,0.0,34.0,26.9,85,102,-5.3
2023-11-06,202311060IND,IND,Jarace Walker,https://www.basketball-reference.com/boxscores/202311060IND.html,8:49,.532,.000,.000,2.000,0.0,10.5,6.4,19.8,0.0,0.0,0.0,8.6,162,112,2.7
